"","x"
"4831",0
"4832",2
"4833",0
"4834",8
"4835",3
"4836",0
"4837",5
"4838",2
"4839",5
"4840",2
"4841",2
"4842",4
"4843",5
"4844",0
"4845",0
"4846",1
"4847",0
"4848",6
"4849",0
"4850",0
"4851",1
"4852",9
"4853",6
"4854",2
"4855",4
"4856",0
"4857",0
"4858",8
"4859",8
"4860",3
"4861",1
"4862",5
"4863",5
"4864",1
"4865",11
"4866",0
"4867",1
"4868",9
"4869",7
"4870",4
"4871",6
"4872",4
"4873",2
"4874",0
"4875",5
"4876",0
"4877",0
"4878",3
"4879",3
"4880",0
"4881",10
"4882",0
"4883",2
"4884",2
"4885",9
"4886",1
"4887",1
"4888",6
"4889",2
"4890",2
"4891",2
"4892",0
"4893",2
"4894",2
"4895",1
"4896",0
"4897",4
"4898",1
"4899",12
"4900",1
"4901",5
"4902",2
"4903",2
"4904",1
"4905",4
"4906",2
"4907",3
"4908",0
"4909",0
"4910",7
"4911",0
"4912",2
"4913",3
"4914",0
"4915",5
"4916",7
"4917",7
"4918",1
"4919",3
"4920",4
"4921",0
"4922",2
"4923",0
"4924",0
"4925",1
"4926",8
"4927",0
"4928",0
"4929",3
"4930",1
"4931",2
"4932",2
"4933",3
"4934",6
"4935",5
"4936",2
"4937",4
"4938",6
"4939",7
"4940",4
"4941",2
"4942",17
"4943",3
"4944",3
"4945",3
"4946",15
"4947",1
"4948",0
"4949",4
"4950",11
"4951",0
"4952",3
"4953",2
"4954",4
"4955",12
"4956",9
"4957",1
"4958",4
"4959",11
"4960",2
"4961",0
"4962",14
"4963",4
"4964",6
"4965",10
"4966",1
"4967",0
"4968",7
"4969",11
"4970",2
"4971",0
"4972",6
"4973",5
"4974",3
"4975",3
"4976",2
"4977",5
"4978",0
"4979",2
"4980",1
"4981",2
"4982",0
"4983",2
"4984",1
"4985",1
"4986",2
"4987",1
"4988",0
"4989",1
"4990",2
"4991",1
"4992",3
"4993",12
"4994",2
"4995",12
"4996",13
"4997",5
"4998",1
"4999",2
"5000",1
"5001",3
"5002",0
"5003",5
"5004",7
"5005",4
"5006",2
"5007",4
"5008",1
"5009",0
"5010",1
"5011",2
"5012",7
"5013",1
"5014",0
"5015",9
"5016",8
"5017",13
"5018",3
"5019",3
"5020",2
"5021",0
"5022",1
"5023",2
"5024",6
"5025",2
"5026",1
"5027",0
"5028",1
"5029",2
"5030",2
"5031",8
"5032",0
"5033",2
"5034",2
"5035",5
"5036",0
"5037",5
"5038",0
"5039",2
"5040",2
"5041",8
"5042",1
"5043",7
"5044",10
"5045",12
"5046",1
"5047",0
"5048",1
"5049",3
"5050",5
"5051",0
"5052",5
"5053",3
"5054",1
"5055",1
"5056",4
"5057",4
"5058",0
"5059",0
"5060",0
"5061",0
"5062",4
"5063",8
"5064",5
"5065",1
"5066",0
"5067",5
"5068",5
"5069",4
"5070",7
"5071",10
"5072",5
"5073",3
"5074",3
"5075",0
"5076",1
"5077",0
"5078",4
"5079",18
"5080",3
"5081",1
"5082",2
"5083",18
"5084",4
"5085",1
"5086",2
"5087",9
"5088",8
"5089",0
"5090",11
"5091",6
"5092",1
"5093",1
"5094",2
"5095",0
"5096",6
"5097",2
"5098",2
"5099",0
"5100",6
"5101",7
"5102",3
"5103",3
"5104",2
"5105",2
"5106",3
"5107",0
"5108",2
"5109",1
"5110",1
"5111",7
"5112",3
"5113",4
"5114",5
"5115",0
"5116",0
"5117",7
"5118",1
"5119",6
"5120",3
"5121",2
"5122",2
"5123",3
"5124",4
"5125",13
"5126",2
"5127",5
"5128",2
"5129",6
"5130",1
"5131",3
"5132",9
"5133",1
"5134",3
"5135",2
"5136",13
"5137",2
"5138",1
"5139",4
"5140",0
"5141",5
"5142",2
"5143",1
"5144",0
"5145",0
"5146",0
"5147",2
"5148",11
"5149",8
"5150",0
"5151",3
"5152",0
"5153",2
"5154",2
"5155",2
"5156",1
"5157",13
"5158",1
"5159",0
"5160",7
"5161",0
"5162",8
"5163",9
"5164",19
"5165",2
"5166",2
"5167",2
"5168",10
"5169",2
"5170",1
"5171",3
"5172",8
"5173",0
"5174",3
"5175",8
"5176",0
"5177",2
"5178",1
"5179",3
"5180",2
"5181",7
"5182",8
"5183",0
"5184",1
"5185",4
"5186",0
"5187",2
"5188",0
"5189",4
"5190",3
"5191",4
"5192",0
"5193",9
"5194",5
"5195",0
"5196",10
"5197",4
"5198",3
"5199",0
"5200",1
"5201",8
"5202",3
"5203",1
"5204",4
"5205",1
"5206",0
"5207",1
"5208",1
"5209",8
"5210",2
"5211",3
"5212",9
"5213",1
"5214",1
"5215",0
"5216",9
"5217",6
"5218",1
"5219",1
"5220",2
"5221",0
"5222",0
"5223",2
"5224",3
"5225",0
"5226",5
"5227",2
"5228",9
"5229",3
"5230",0
"5231",4
"5232",11
"5233",0
"5234",1
"5235",1
"5236",2
"5237",3
"5238",1
"5239",4
"5240",2
"5241",0
"5242",1
"5243",7
"5244",0
"5245",3
"5246",5
"5247",1
"5248",1
"5249",3
"5250",2
"5251",4
"5252",2
"5253",1
"5254",0
"5255",1
"5256",1
"5257",0
"5258",1
"5259",1
"5260",0
"5261",0
"5262",1
"5263",1
"5264",1
"5265",4
"5266",7
"5267",0
"5268",2
"5269",0
"5270",1
"5271",6
"5272",2
"5273",0
"5274",0
"5275",0
"5276",6
"5277",0
"5278",0
"5279",13
"5280",3
"5281",4
"5282",0
"5283",2
"5284",4
"5285",7
"5286",2
"5287",0
"5288",7
"5289",0
"5290",0
"5291",1
"5292",6
"5293",3
"5294",1
"5295",1
"5296",2
"5297",0
"5298",2
"5299",5
"5300",0
"5301",0
"5302",4
"5303",0
"5304",1
"5305",0
"5306",11
"5307",3
"5308",2
"5309",0
"5310",0
"5311",3
"5312",0
"5313",0
"5314",10
"5315",0
"5316",6
"5317",0
"5318",2
"5319",2
"5320",5
"5321",4
"5322",7
"5323",6
"5324",1
"5325",1
"5326",1
"5327",8
"5328",0
"5329",1
"5330",0
"5331",15
"5332",3
"5333",2
"5334",3
"5335",8
"5336",0
"5337",0
"5338",3
"5339",12
"5340",22
"5341",4
"5342",1
"5343",11
"5344",2
"5345",13
"5346",1
"5347",6
"5348",2
"5349",4
"5350",4
"5351",0
"5352",1
"5353",0
"5354",0
"5355",0
"5356",1
"5357",10
"5358",0
"5359",3
"5360",6
"5361",6
"5362",0
"5363",8
"5364",2
"5365",4
"5366",2
"5367",1
"5368",0
"5369",0
"5370",3
"5371",0
"5372",0
"5373",0
"5374",2
"5375",5
"5376",6
"5377",0
"5378",7
"5379",3
"5380",4
"5381",17
"5382",1
"5383",0
"5384",5
"5385",2
"5386",4
"5387",3
"5388",2
"5389",0
"5390",12
"5391",2
"5392",7
"5393",9
"5394",0
"5395",0
"5396",2
"5397",4
"5398",0
"5399",0
"5400",2
"5401",2
"5402",6
"5403",0
"5404",8
"5405",14
"5406",2
"5407",0
"5408",1
"5409",3
"5410",3
"5411",1
"5412",0
"5413",4
"5414",0
"5415",2
"5416",0
"5417",0
"5418",2
"5419",0
"5420",6
"5421",3
"5422",1
"5423",0
"5424",1
"5425",5
"5426",4
"5427",2
"5428",0
"5429",0
"5430",3
"5431",8
"5432",2
"5433",0
"5434",0
"5435",1
"5436",2
"5437",3
"5438",2
"5439",4
"5440",5
"5441",0
"5442",1
"5443",0
"5444",1
"5445",1
"5446",4
"5447",2
"5448",0
"5449",7
"5450",9
"5451",1
"5452",2
"5453",4
"5454",4
"5455",3
"5456",0
"5457",6
"5458",3
"5459",1
"5460",1
"5461",2
"5462",3
"5463",0
"5464",0
"5465",0
"5466",2
"5467",1
"5468",3
"5469",0
"5470",15
"5471",5
"5472",0
"5473",3
"5474",4
"5475",1
"5476",0
"5477",1
"5478",0
"5479",2
"5480",9
"5481",1
"5482",3
"5483",1
"5484",3
"5485",0
"5486",3
"5487",0
"5488",0
"5489",4
"5490",10
"5491",1
"5492",0
"5493",1
"5494",1
"5495",3
"5496",3
"5497",0
"5498",1
"5499",6
"5500",0
"5501",1
"5502",0
"5503",3
"5504",1
"5505",0
"5506",1
"5507",1
"5508",0
"5509",0
"5510",8
"5511",3
"5512",2
"5513",3
"5514",5
"5515",0
"5516",0
"5517",0
"5518",1
"5519",0
"5520",3
"5521",0
"5522",5
"5523",2
"5524",8
"5525",5
"5526",1
"5527",6
"5528",4
"5529",6
"5530",18
"5531",3
"5532",3
"5533",4
"5534",5
"5535",2
"5536",1
"5537",0
"5538",0
"5539",0
"5540",2
"5541",0
"5542",1
"5543",0
"5544",1
"5545",0
"5546",3
"5547",2
"5548",8
"5549",5
"5550",14
"5551",1
"5552",4
"5553",4
"5554",2
"5555",0
"5556",9
"5557",1
"5558",1
"5559",1
"5560",4
"5561",1
"5562",0
"5563",7
"5564",0
"5565",2
"5566",7
"5567",1
"5568",4
"5569",7
"5570",0
"5571",1
"5572",1
"5573",0
"5574",0
"5575",1
"5576",6
"5577",5
"5578",12
"5579",2
"5580",3
"5581",0
"5582",4
"5583",1
"5584",0
"5585",7
"5586",2
"5587",4
"5588",7
"5589",4
"5590",14
"5591",4
"5592",0
"5593",0
"5594",2
"5595",4
"5596",6
"5597",4
"5598",6
"5599",1
"5600",3
"5601",0
"5602",3
"5603",0
"5604",1
"5605",1
"5606",3
"5607",0
"5608",5
"5609",0
"5610",5
"5611",3
"5612",0
"5613",2
"5614",0
"5615",0
"5616",11
"5617",5
"5618",7
"5619",1
"5620",0
"5621",3
"5622",0
"5623",1
"5624",0
"5625",3
"5626",4
"5627",2
"5628",5
"5629",2
"5630",0
"5631",7
"5632",2
"5633",6
"5634",10
"5635",0
"5636",2
"5637",0
"5638",5
"5639",1
"5640",0
"5641",4
"5642",8
"5643",0
"5644",4
"5645",2
"5646",10
"5647",11
"5648",20
"5649",1
"5650",5
"5651",1
"5652",4
"5653",1
"5654",4
"5655",0
"5656",1
"5657",0
"5658",0
"5659",0
"5660",0
"5661",1
"5662",4
"5663",0
"5664",1
"5665",2
"5666",11
"5667",4
"5668",2
"5669",3
"5670",0
"5671",4
"5672",6
"5673",2
"5674",3
"5675",2
"5676",2
"5677",0
"5678",4
"5679",0
"5680",1
"5681",7
"5682",2
"5683",0
"5684",1
"5685",0
"5686",2
"5687",1
"5688",1
"5689",3
"5690",5
"5691",2
"5692",0
"5693",0
"5694",13
"5695",0
"5696",7
"5697",0
"5698",9
"5699",3
"5700",0
"5701",2
"5702",8
"5703",2
"5704",0
"5705",3
"5706",1
"5707",10
"5708",2
"5709",2
"5710",8
"5711",6
"5712",1
"5713",1
"5714",4
"5715",5
"5716",1
"5717",0
"5718",3
"5719",4
"5720",2
"5721",1
"5722",1
"5723",9
"5724",4
"5725",4
"5726",11
"5727",3
"5728",0
"5729",6
"5730",2
"5731",6
"5732",4
"5733",4
"5734",0
"5735",3
"5736",3
"5737",1
"5738",0
"5739",0
"5740",3
"5741",4
"5742",1
"5743",3
"5744",4
"5745",3
"5746",1
"5747",6
"5748",5
"5749",3
"5750",4
"5751",6
"5752",5
"5753",0
"5754",2
"5755",7
"5756",1
"5757",0
"5758",3
"5759",1
"5760",3
"5761",1
"5762",1
"5763",0
"5764",3
"5765",1
"5766",5
"5767",0
"5768",3
"5769",6
"5770",1
"5771",0
"5772",5
"5773",0
"5774",15
"5775",4
"5776",1
"5777",3
"5778",0
"5779",9
"5780",0
"5781",3
"5782",3
"5783",1
"5784",5
"5785",0
"5786",6
"5787",6
"5788",6
"5789",5
"5790",2
"5791",1
"5792",2
"5793",5
"5794",1
"5795",2
"5796",2
"5797",0
"5798",0
"5799",0
"5800",1
"5801",5
"5802",2
"5803",2
"5804",3
"5805",4
"5806",3
"5807",0
"5808",1
"5809",25
"5810",3
"5811",15
"5812",8
"5813",0
"5814",4
"5815",4
"5816",6
"5817",0
"5818",8
"5819",18
"5820",0
"5821",1
"5822",4
"5823",1
"5824",2
"5825",3
"5826",0
"5827",9
"5828",5
"5829",8
"5830",1
"5831",1
"5832",0
"5833",0
"5834",10
"5835",0
"5836",4
"5837",9
"5838",1
"5839",1
"5840",10
"5841",2
"5842",2
"5843",2
"5844",1
"5845",10
"5846",3
"5847",3
"5848",0
"5849",4
"5850",1
"5851",2
"5852",4
"5853",14
"5854",7
"5855",2
"5856",1
"5857",6
"5858",3
"5859",2
"5860",6
"5861",1
"5862",1
"5863",4
"5864",0
"5865",1
"5866",3
"5867",5
"5868",1
"5869",1
"5870",13
"5871",22
"5872",0
"5873",4
"5874",0
"5875",4
"5876",2
"5877",5
"5878",0
"5879",1
"5880",7
"5881",0
"5882",1
"5883",5
"5884",1
"5885",4
"5886",7
"5887",5
"5888",0
"5889",0
"5890",2
"5891",0
"5892",3
"5893",3
"5894",0
"5895",0
"5896",2
"5897",2
"5898",0
"5899",0
"5900",2
"5901",1
"5902",0
"5903",0
"5904",5
"5905",9
"5906",1
"5907",6
"5908",2
"5909",1
"5910",10
"5911",1
"5912",0
"5913",1
"5914",1
"5915",2
"5916",4
"5917",5
"5918",6
"5919",1
"5920",2
"5921",3
"5922",3
"5923",2
"5924",5
"5925",2
"5926",3
"5927",1
"5928",0
"5929",1
"5930",2
"5931",1
"5932",4
"5933",2
"5934",1
"5935",4
"5936",2
"5937",1
"5938",1
"5939",2
"5940",1
"5941",2
"5942",0
"5943",0
"5944",5
"5945",0
"5946",1
"5947",4
"5948",0
"5949",0
"5950",1
"5951",1
"5952",0
"5953",2
"5954",6
"5955",2
"5956",3
"5957",3
"5958",7
"5959",10
"5960",11
"5961",6
"5962",3
"5963",0
"5964",1
"5965",2
"5966",6
"5967",5
"5968",0
"5969",1
"5970",3
"5971",3
"5972",3
"5973",6
"5974",0
"5975",3
"5976",3
"5977",0
"5978",3
"5979",2
"5980",2
"5981",1
"5982",0
"5983",5
"5984",1
"5985",2
"5986",7
"5987",0
"5988",7
"5989",0
"5990",9
"5991",3
"5992",2
"5993",1
"5994",4
"5995",6
"5996",0
"5997",1
"5998",8
"5999",0
"6000",2
"6001",0
"6002",0
"6003",3
"6004",1
"6005",3
"6006",0
"6007",2
"6008",0
"6009",3
"6010",0
"6011",3
"6012",0
"6013",1
"6014",4
"6015",2
"6016",0
"6017",1
"6018",3
"6019",2
"6020",7
"6021",3
"6022",0
"6023",7
"6024",5
"6025",3
"6026",5
"6027",8
"6028",3
"6029",1
"6030",3
"6031",1
"6032",2
"6033",3
"6034",5
"6035",0
"6036",3
"6037",3
"6038",7
"6039",1
"6040",1
"6041",0
"6042",1
"6043",1
"6044",0
"6045",1
"6046",4
"6047",2
"6048",7
"6049",0
"6050",0
"6051",2
"6052",2
"6053",2
"6054",8
"6055",0
"6056",2
"6057",0
"6058",3
"6059",1
"6060",3
"6061",2
"6062",0
"6063",0
"6064",11
"6065",12
"6066",6
"6067",0
"6068",2
"6069",1
"6070",1
"6071",9
"6072",2
"6073",2
"6074",12
"6075",3
"6076",1
"6077",12
"6078",1
"6079",1
"6080",10
"6081",0
"6082",2
"6083",5
"6084",2
"6085",2
"6086",3
"6087",0
"6088",4
"6089",0
"6090",10
"6091",1
"6092",0
"6093",1
"6094",3
"6095",2
"6096",1
"6097",5
"6098",0
"6099",17
"6100",2
"6101",1
"6102",0
"6103",0
"6104",2
"6105",14
"6106",1
"6107",1
"6108",0
"6109",8
"6110",1
"6111",10
"6112",7
"6113",8
"6114",6
"6115",1
"6116",5
"6117",12
"6118",1
"6119",0
"6120",4
"6121",0
"6122",2
"6123",5
"6124",0
"6125",10
"6126",0
"6127",3
"6128",0
"6129",10
"6130",0
"6131",10
"6132",1
"6133",6
"6134",4
"6135",2
"6136",2
"6137",1
"6138",5
"6139",10
"6140",0
"6141",2
"6142",17
"6143",13
"6144",4
"6145",1
"6146",6
"6147",4
"6148",1
"6149",5
"6150",5
"6151",2
"6152",0
"6153",1
"6154",0
"6155",4
"6156",0
"6157",0
"6158",2
"6159",3
"6160",2
"6161",2
"6162",12
"6163",0
"6164",1
"6165",1
"6166",0
"6167",2
"6168",0
"6169",2
"6170",2
"6171",9
"6172",5
"6173",1
"6174",0
"6175",6
"6176",0
"6177",4
"6178",3
"6179",1
"6180",0
"6181",4
"6182",3
"6183",14
"6184",7
"6185",0
"6186",12
"6187",4
"6188",0
"6189",2
"6190",0
"6191",3
"6192",1
"6193",3
"6194",4
"6195",3
"6196",2
"6197",1
"6198",10
"6199",1
"6200",9
"6201",2
"6202",2
"6203",3
"6204",0
"6205",4
"6206",4
"6207",3
"6208",4
"6209",2
"6210",6
"6211",1
"6212",6
"6213",0
"6214",3
"6215",1
"6216",0
"6217",3
"6218",0
"6219",4
"6220",6
"6221",0
"6222",7
"6223",3
"6224",3
"6225",1
"6226",0
"6227",0
"6228",6
"6229",4
"6230",4
"6231",3
"6232",0
"6233",7
"6234",0
"6235",8
"6236",13
"6237",0
"6238",3
"6239",0
"6240",5
"6241",4
"6242",5
"6243",9
"6244",4
"6245",1
"6246",2
"6247",0
"6248",0
"6249",5
"6250",4
"6251",0
"6252",6
"6253",4
"6254",2
"6255",0
"6256",1
"6257",1
"6258",2
"6259",1
"6260",1
"6261",0
"6262",0
"6263",6
"6264",0
"6265",3
"6266",5
"6267",13
"6268",4
"6269",7
"6270",7
"6271",0
"6272",0
"6273",2
"6274",0
"6275",1
"6276",2
"6277",7
"6278",11
"6279",1
"6280",0
"6281",1
"6282",1
"6283",1
"6284",6
"6285",4
"6286",2
"6287",1
"6288",1
"6289",0
"6290",0
"6291",1
"6292",7
"6293",0
"6294",4
"6295",1
"6296",0
"6297",0
"6298",1
"6299",8
"6300",0
"6301",0
"6302",3
"6303",0
"6304",4
"6305",0
"6306",0
"6307",0
"6308",0
"6309",1
"6310",3
"6311",2
"6312",3
"6313",8
"6314",4
"6315",0
"6316",5
"6317",0
"6318",4
"6319",2
"6320",0
"6321",2
"6322",2
"6323",3
"6324",0
"6325",2
"6326",3
"6327",1
"6328",3
"6329",1
"6330",0
"6331",0
"6332",4
"6333",4
"6334",2
"6335",2
"6336",16
"6337",1
"6338",2
"6339",4
"6340",0
"6341",5
"6342",3
"6343",0
"6344",5
"6345",9
"6346",0
"6347",3
"6348",1
"6349",0
"6350",1
"6351",5
"6352",2
"6353",4
"6354",0
"6355",15
"6356",0
"6357",2
"6358",5
"6359",5
"6360",1
"6361",1
"6362",11
"6363",2
"6364",9
"6365",8
"6366",0
"6367",1
"6368",11
"6369",2
"6370",0
"6371",1
"6372",2
"6373",1
"6374",0
"6375",9
"6376",1
"6377",3
"6378",0
"6379",2
"6380",0
"6381",0
"6382",0
"6383",16
"6384",9
"6385",9
"6386",0
"6387",3
"6388",1
"6389",0
"6390",0
"6391",1
"6392",2
"6393",0
"6394",0
"6395",5
"6396",2
"6397",0
"6398",14
"6399",4
"6400",7
"6401",1
"6402",5
"6403",10
"6404",14
"6405",4
"6406",0
"6407",0
"6408",0
"6409",4
"6410",5
"6411",3
"6412",0
"6413",2
"6414",8
"6415",6
"6416",1
"6417",2
"6418",0
"6419",0
"6420",4
"6421",5
"6422",3
"6423",1
"6424",2
"6425",0
"6426",0
"6427",2
"6428",4
"6429",2
"6430",14
"6431",5
"6432",0
"6433",5
"6434",3
"6435",3
"6436",0
"6437",1
"6438",0
"6439",3
"6440",3
"6441",5
"6442",5
"6443",0
"6444",1
"6445",4
"6446",5
"6447",15
"6448",0
"6449",2
"6450",0
"6451",0
"6452",15
"6453",0
"6454",0
"6455",16
"6456",1
"6457",2
"6458",0
"6459",1
"6460",0
"6461",7
"6462",1
"6463",0
"6464",0
"6465",5
"6466",2
"6467",1
"6468",0
"6469",2
"6470",2
"6471",7
"6472",0
"6473",3
"6474",0
"6475",1
"6476",2
"6477",6
"6478",1
"6479",4
"6480",1
"6481",1
"6482",4
"6483",3
"6484",11
"6485",0
"6486",0
"6487",3
"6488",7
"6489",4
"6490",1
"6491",2
"6492",5
"6493",6
"6494",3
"6495",1
"6496",1
"6497",0
"6498",0
"6499",3
"6500",7
"6501",1
"6502",0
"6503",1
"6504",3
"6505",1
"6506",1
"6507",0
"6508",0
"6509",4
"6510",1
"6511",0
"6512",0
"6513",2
"6514",1
"6515",2
"6516",7
"6517",0
"6518",0
"6519",0
"6520",11
"6521",1
"6522",2
"6523",0
"6524",0
"6525",1
"6526",0
"6527",0
"6528",1
"6529",9
"6530",0
"6531",1
"6532",6
"6533",1
"6534",2
"6535",2
"6536",6
"6537",5
"6538",8
"6539",15
"6540",1
"6541",2
"6542",3
"6543",1
"6544",0
"6545",11
"6546",4
"6547",0
"6548",2
"6549",4
"6550",1
"6551",1
"6552",3
"6553",3
"6554",2
"6555",2
"6556",3
"6557",6
"6558",0
"6559",1
"6560",2
"6561",0
"6562",2
"6563",15
"6564",1
"6565",0
"6566",3
"6567",0
"6568",0
"6569",1
"6570",6
"6571",12
"6572",3
"6573",1
"6574",0
"6575",0
"6576",1
"6577",0
"6578",0
"6579",4
"6580",3
"6581",1
"6582",3
"6583",2
"6584",5
"6585",2
"6586",1
"6587",1
"6588",0
"6589",1
"6590",5
"6591",0
"6592",6
"6593",2
"6594",2
"6595",8
"6596",3
"6597",3
"6598",2
"6599",1
"6600",3
"6601",7
"6602",3
"6603",2
"6604",4
"6605",3
"6606",1
"6607",2
"6608",3
"6609",1
"6610",0
"6611",2
"6612",3
"6613",3
"6614",3
"6615",7
"6616",4
"6617",0
"6618",0
"6619",0
"6620",1
"6621",0
"6622",3
"6623",8
"6624",1
"6625",3
"6626",0
"6627",4
"6628",1
"6629",0
"6630",1
"6631",0
"6632",2
"6633",1
"6634",6
"6635",0
"6636",7
"6637",1
"6638",1
"6639",4
"6640",3
"6641",0
"6642",2
"6643",2
"6644",1
"6645",0
"6646",1
"6647",2
"6648",2
"6649",8
"6650",0
"6651",3
"6652",0
"6653",3
"6654",4
"6655",2
"6656",2
"6657",0
"6658",3
"6659",0
"6660",3
"6661",5
"6662",3
"6663",0
"6664",3
"6665",2
"6666",10
"6667",4
"6668",3
"6669",0
"6670",1
"6671",16
"6672",2
"6673",0
"6674",2
"6675",13
"6676",0
"6677",3
"6678",0
"6679",2
"6680",1
"6681",0
"6682",0
"6683",3
"6684",1
"6685",3
"6686",2
"6687",1
"6688",9
"6689",4
"6690",5
"6691",5
"6692",2
"6693",2
"6694",6
"6695",1
"6696",3
"6697",3
"6698",3
"6699",0
"6700",0
"6701",0
"6702",1
"6703",8
"6704",0
"6705",2
"6706",0
"6707",0
"6708",0
"6709",2
"6710",1
"6711",3
"6712",0
"6713",0
"6714",3
"6715",2
"6716",7
"6717",5
"6718",1
"6719",3
"6720",3
"6721",1
"6722",1
"6723",2
"6724",2
"6725",8
"6726",0
"6727",7
"6728",0
"6729",19
"6730",1
"6731",0
"6732",0
"6733",1
"6734",1
"6735",7
"6736",6
"6737",2
"6738",4
"6739",1
"6740",6
"6741",0
"6742",1
"6743",4
"6744",3
"6745",1
"6746",5
"6747",4
"6748",1
"6749",1
"6750",8
"6751",1
"6752",2
"6753",0
"6754",1
"6755",0
"6756",1
"6757",6
"6758",12
"6759",4
"6760",0
"6761",3
"6762",0
"6763",7
"6764",5
"6765",3
"6766",1
"6767",2
"6768",7
"6769",1
"6770",0
"6771",1
"6772",2
"6773",1
"6774",2
"6775",1
"6776",1
"6777",0
"6778",2
"6779",3
"6780",0
"6781",1
"6782",2
"6783",0
"6784",1
"6785",3
"6786",3
"6787",0
"6788",2
"6789",3
"6790",1
"6791",1
"6792",0
"6793",0
"6794",12
"6795",0
"6796",2
"6797",4
"6798",3
"6799",3
"6800",1
"6801",3
"6802",0
"6803",0
"6804",7
"6805",2
"6806",3
"6807",8
"6808",5
"6809",0
"6810",1
"6811",2
"6812",4
"6813",5
"6814",7
"6815",8
"6816",0
"6817",3
"6818",0
"6819",9
"6820",3
"6821",2
"6822",0
"6823",8
"6824",7
"6825",2
"6826",1
"6827",5
"6828",1
"6829",4
"6830",4
"6831",1
"6832",2
"6833",4
"6834",3
"6835",0
"6836",0
"6837",0
"6838",3
"6839",1
"6840",0
"6841",2
"6842",0
"6843",3
"6844",8
"6845",0
"6846",0
"6847",5
"6848",0
"6849",2
"6850",2
"6851",3
"6852",1
"6853",2
"6854",2
"6855",0
"6856",2
"6857",5
"6858",5
"6859",5
"6860",1
"6861",3
"6862",1
"6863",3
"6864",0
"6865",2
"6866",5
"6867",1
"6868",2
"6869",1
"6870",1
"6871",2
"6872",9
"6873",2
"6874",2
"6875",9
"6876",7
"6877",2
"6878",3
"6879",7
"6880",2
"6881",2
"6882",0
"6883",1
"6884",1
"6885",23
"6886",3
"6887",9
"6888",2
"6889",3
"6890",11
"6891",0
"6892",3
"6893",4
"6894",0
"6895",1
"6896",2
"6897",3
"6898",0
"6899",0
"6900",7
"6901",1
"6902",1
"6903",0
"6904",2
"6905",0
"6906",0
"6907",0
"6908",6
"6909",1
"6910",1
"6911",1
"6912",0
"6913",10
"6914",11
"6915",3
"6916",4
"6917",5
"6918",1
"6919",0
"6920",10
"6921",0
"6922",0
"6923",4
"6924",0
"6925",0
"6926",3
"6927",0
"6928",0
"6929",5
"6930",16
"6931",4
"6932",0
"6933",7
"6934",0
"6935",20
"6936",3
"6937",0
"6938",10
"6939",2
"6940",2
"6941",2
"6942",5
"6943",0
"6944",0
"6945",0
"6946",1
"6947",4
"6948",13
"6949",5
"6950",3
"6951",5
"6952",10
"6953",0
"6954",4
"6955",4
"6956",2
"6957",7
"6958",5
"6959",13
"6960",2
"6961",5
"6962",2
"6963",0
"6964",1
"6965",1
"6966",0
"6967",5
"6968",4
"6969",1
"6970",4
"6971",7
"6972",0
"6973",4
"6974",11
"6975",5
"6976",0
"6977",0
"6978",3
"6979",3
"6980",4
"6981",1
"6982",3
"6983",6
"6984",5
"6985",1
"6986",3
"6987",0
"6988",1
"6989",2
"6990",2
"6991",9
"6992",1
"6993",0
"6994",2
"6995",0
"6996",6
"6997",0
"6998",0
"6999",0
"7000",0
"7001",1
"7002",6
"7003",25
"7004",0
"7005",1
"7006",0
"7007",1
"7008",2
"7009",0
"7010",4
"7011",4
"7012",1
"7013",0
"7014",12
"7015",3
"7016",1
"7017",0
"7018",0
"7019",5
"7020",1
"7021",0
"7022",1
"7023",6
"7024",0
"7025",0
"7026",1
"7027",0
"7028",2
"7029",18
"7030",12
"7031",14
"7032",2
"7033",4
"7034",4
"7035",2
"7036",1
"7037",4
"7038",2
"7039",0
"7040",6
"7041",1
"7042",9
"7043",2
"7044",2
"7045",5
"7046",0
"7047",0
"7048",0
"7049",3
"7050",2
"7051",0
"7052",10
"7053",0
"7054",4
"7055",3
"7056",10
"7057",3
"7058",2
"7059",4
"7060",7
"7061",3
"7062",0
"7063",0
"7064",6
"7065",4
"7066",2
"7067",2
"7068",2
"7069",3
"7070",0
"7071",0
"7072",2
"7073",1
"7074",2
"7075",1
"7076",6
"7077",0
"7078",6
"7079",0
"7080",14
"7081",1
"7082",3
"7083",1
"7084",2
"7085",6
"7086",6
"7087",1
"7088",3
"7089",1
"7090",1
"7091",1
"7092",8
"7093",7
"7094",9
"7095",2
"7096",0
"7097",2
"7098",0
"7099",1
"7100",0
"7101",0
"7102",9
"7103",1
"7104",0
"7105",1
"7106",0
"7107",1
"7108",0
"7109",0
"7110",2
"7111",1
"7112",1
"7113",15
"7114",0
"7115",4
"7116",0
"7117",4
"7118",0
"7119",0
"7120",1
"7121",1
"7122",12
"7123",0
"7124",14
"7125",0
"7126",4
"7127",6
"7128",5
"7129",7
"7130",2
"7131",7
"7132",5
"7133",11
"7134",4
"7135",3
"7136",2
"7137",4
"7138",0
"7139",0
"7140",1
"7141",2
"7142",0
"7143",1
"7144",4
"7145",0
"7146",0
"7147",2
"7148",0
"7149",11
"7150",1
"7151",1
"7152",2
"7153",0
"7154",5
"7155",1
"7156",3
"7157",3
"7158",1
"7159",0
"7160",1
"7161",6
"7162",3
